,OBJECTID_1,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,TOP_TRAFFIC_ACCIDENT_OFFENSE,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,BICYCLE_IND,PEDESTRIAN_IND,HARMFUL_EVENT_SEQ_1,HARMFUL_EVENT_SEQ_2,HARMFUL_EVENT_SEQ_3,ROAD_LOCATION,ROAD_DESCRIPTION,ROAD_CONTOUR,ROAD_CONDITION,LIGHT_CONDITION,TU1_VEHICLE_TYPE,TU1_TRAVEL_DIRECTION,TU1_VEHICLE_MOVEMENT,TU1_DRIVER_ACTION,TU1_DRIVER_HUMANCONTRIBFACTOR,TU1_PEDESTRIAN_ACTION,TU2_VEHICLE_TYPE,TU2_TRAVEL_DIRECTION,TU2_VEHICLE_MOVEMENT,TU2_DRIVER_ACTION,TU2_DRIVER_HUMANCONTRIBFACTOR,TU2_PEDESTRIAN_ACTION,SERIOUSLY_INJURED,FATALITIES,FATALITY_MODE_1,FATALITY_MODE_2,SERIOUSLY_INJURED_MODE_1,SERIOUSLY_INJURED_MODE_2,Date,Latitude,Longitude
84686,84687,2015549578.0,201554957854410,5441,0,TRAF - ACCIDENT               ,2015-09-21 22:00:00,,2015-09-21 22:21:00,15TH ST / PLATTE ST,3137969.0,1700793.0,-105.009277405,39.7564592196,1.0,113.0,Highland,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,CARELESS DRIVING,OTHER,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-09-21 22:21:00.000000,39.7564592196,-105.009277405
84735,84736,2015519580.0,201551958054410,5441,0,TRAF - ACCIDENT               ,2015-09-08 07:45:00,,2015-09-08 07:45:00,W 26TH AVE / N LOWELL BLVD,3130843.0,1700174.0,-105.034633698,39.7548628985,1.0,121.0,Sloan Lake,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,EAST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,BICYCLE,SOUTH,GOING STRAIGHT,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,2015-09-08 07:45:00.000000,39.7548628985,-105.034633698
84750,84751,2015519947.0,201551994754410,5441,0,TRAF - ACCIDENT               ,2015-09-08 11:00:00,,2015-09-08 11:16:00,N SPEER BLVD / CHAMPA ST,3140646.0,1695525.0,-104.999859302,39.7419575676,1.0,123.0,Auraria,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,WEST,OTHER,FAILED TO YIELD ROW,NO APPARENT,OTHER,PASSENGER CAR/VAN,SOUTH,MAKING RIGHT TURN,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2015-09-08 11:16:00.000000,39.7419575676,-104.999859302
84793,84794,2015550570.0,201555057054410,5441,0,TRAF - ACCIDENT               ,2015-09-22 11:00:00,,2015-09-22 12:59:00,15TH ST / CHAMPA ST,3141962.0,1696856.0,-104.995153367,39.7455914168,6.0,611.0,CBD,1.0,0.0,REAR TO SIDE WITH MV IN TRANSPORT,  ,REAR TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,NORTH,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,OTHER,PASSENGER CAR/VAN,WEST,OTHER,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2015-09-22 12:59:00.000000,39.7455914168,-104.995153367
84831,84832,2015504102.0,201550410254410,5441,0,TRAF - ACCIDENT               ,2015-09-01 08:23:00.000001,,2015-09-01 08:54:00,7600 BLOCK E ACADEMY BLVD,3169766.0,1687319.0,-104.896504485,39.7189450189,3.0,321.0,Lowry Field,2.0,0.0,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,MAKING LEFT TURN,FAILED TO YIELD ROW,DISTRACTED CELLPHONE,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-09-01 08:54:00.000000,39.7189450189,-104.896504485
84836,84837,2015504169.0,201550416954410,5441,0,TRAF - ACCIDENT               ,2015-09-01 09:00:00,,2015-09-01 09:32:00,S IRVING ST / W LOUISIANA AVE,3132340.0,1677683.0,-105.029723537,39.6930993685,4.0,421.0,Mar Lee,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,CROSS/ENTER AT INTERSECTION,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-09-01 09:32:00.000000,39.6930993685,-105.029723537
84860,84861,2015520697.0,201552069754410,5441,0,TRAF - ACCIDENT               ,2015-09-08 16:15:00,,2015-09-08 16:15:00,W COLFAX AVE / MILE HIGH STADIUM CIR,3135437.0,1694821.0,-105.018395554,39.7401022256,1.0,122.0,Sun Valley,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,SOUTH,OTHER,OTHER,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-09-08 16:15:00.000000,39.7401022256,-105.018395554
84892,84893,2015536199.0,201553619954411,5441,1,TRAF - ACCIDENT - SBI         ,2015-09-15 18:26:00,,2015-09-15 18:43:00,W 1ST AVE / N UTICA ST,3128149.0,1686787.0,-105.044453977,39.7181504982,4.0,411.0,Barnum West,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,PASSENGER CAR/VAN,WEST,MAKING LEFT TURN,CARELESS DRIVING,OTHER,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2015-09-15 18:43:00.000000,39.7181504982,-105.044453977
84893,84894,2015536200.0,201553620054410,5441,0,TRAF - ACCIDENT               ,2015-09-15 18:26:00,,2015-09-15 19:16:00,N PEARL ST / E 7TH AVE,3146278.0,1690206.0,-104.979940475,39.7272691101,6.0,311.0,Speer,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,BICYCLE,SOUTH,MAKING LEFT TURN,DISREGARD STOP SIGN,DISTRACTED-OTHER,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-09-15 19:16:00.000000,39.7272691101,-104.979940475
84941,84942,2015505146.0,201550514654410,5441,0,TRAF - ACCIDENT               ,2015-09-01 17:00:00,,2015-09-01 17:12:00,20TH ST / CALIFORNIA ST,3144136.0,1698078.0,-104.98739781,39.7489125984,6.0,611.0,CBD,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,WEST,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,CROSS/ENTER AT INTERSECTION,0.0,0.0,  ,  ,  ,  ,2015-09-01 17:12:00.000000,39.7489125984,-104.98739781
84996,84997,2015537073.0,201553707354010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2015-09-16 07:40:00,,2015-09-17 10:23:00,W 8TH AVE / N SPEER BLVD,3143282.0,1690793.0,-104.990580172,39.7289271391,1.0,123.0,Lincoln Park,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTH,MAKING LEFT TURN,FAILED TO YIELD ROW,OTHER,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-09-17 10:23:00.000000,39.7289271391,-104.990580172
85067,85068,2015522321.0,201552232154410,5441,0,TRAF - ACCIDENT               ,2015-09-09 13:17:00,,2015-09-09 13:48:00,N ULSTER ST / E 29TH AVE,3170252.0,1701596.0,-104.894438568,39.7581288531,5.0,512.0,Stapleton,1.0,0.0,OTHER-NONCOLLISION,  ,OTHER-NONCOLLISION,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,DISREGARD STOP SIGN,NO APPARENT,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-09-09 13:48:00.000000,39.7581288531,-104.894438568
85105,85106,2015537916.0,201553791654410,5441,0,TRAF - ACCIDENT               ,2015-09-16 15:13:00,,2015-09-16 15:22:00,W ARKANSAS AVE / S FEDERAL BLVD,3133655.0,1677033.0,-105.025062783,39.6912961861,4.0,421.0,Mar Lee,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,SOUTH,GOING STRAIGHT,FAILED TO YIELD ROW,OTHER,CROSS/ENTER AT INTERSECTION,PASSENGER CAR/VAN,WEST,MAKING RIGHT TURN,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,2015-09-16 15:22:00.000000,39.6912961861,-105.025062783
85164,85165,2015587671.0,201558767154411,5441,1,TRAF - ACCIDENT - SBI         ,2015-10-08 20:19:00,,2015-10-08 20:56:00,E COLFAX AVE / PARK AVE,3149479.0,1694866.0,-104.96846334,39.7400108087,6.0,622.0,Cheesman Park,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,WEST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,OTHER,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-08 20:56:00.000000,39.7400108087,-104.96846334
85172,85173,2015588107.0,201558810754410,5441,0,TRAF - ACCIDENT               ,2015-10-09 00:40:00.000001,,2015-10-09 00:40:00.000001,600 BLOCK S BROADWAY ST,3144271.0,1682287.0,-104.987234683,39.7055611674,3.0,312.0,Washington Park West,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,WEST,GOING STRAIGHT,LANE VIOLATION,DRIVER INEXPERIENCE,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-09 00:40:00.000001,39.7055611674,-104.987234683
85317,85318,2015605135.0,201560513554410,5441,0,TRAF - ACCIDENT               ,2015-10-16 16:35:00,,2015-10-16 18:11:00.000001,E 28TH AVE / N ROSLYN ST,3168544.0,1700795.0,-104.900532297,39.7559610882,5.0,512.0,Stapleton,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAWN OR DUSK,BICYCLE,NORTH,GOING STRAIGHT,LANE VIOLATION,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-16 18:11:00.000001,39.7559610882,-104.900532297
85506,85507,2015591405.0,201559140554410,5441,0,TRAF - ACCIDENT               ,2015-10-10 13:50:00,,2015-10-10 14:55:00.000001,W 42ND AVE / N IRVING ST,3132125.0,1707459.0,-105.029940053,39.774843285,1.0,111.0,Berkeley,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,EAST,GOING STRAIGHT,DISREGARD STOP SIGN,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,2015-10-10 14:55:00.000001,39.774843285,-105.029940053
85534,85535,2015607504.0,201560750454410,5441,0,TRAF - ACCIDENT               ,2015-10-17 17:35:00,,2015-10-17 17:37:00,E CHERRY CREEK N DR / S MONACO ST,3165221.0,1677266.0,-104.912891852,39.6914292897,3.0,322.0,Washington Virginia Vale,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-17 17:37:00.000000,39.6914292897,-104.912891852
85572,85573,2015576175.0,201557617554410,5441,0,TRAF - ACCIDENT               ,2015-10-03 14:00:00,,2015-10-03 14:10:00.000001,E 17TH AVE / N BELLAIRE ST,3158257.0,1696152.0,-104.937221846,39.7433959641,2.0,222.0,South Park Hill,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,NORTH,MAKING LEFT TURN,IMPROPER TURN,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-03 14:10:00.000001,39.7433959641,-104.937221846
85586,85587,2015576656.0,201557665654410,5441,0,TRAF - ACCIDENT               ,2015-10-03 19:01:00,,2015-10-03 21:09:00,1000 BLOCK E 9TH AVE,3147613.0,1691335.0,-104.97517109,39.7303473531,6.0,623.0,Capitol Hill,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,EAST,PASSING,IMPROPER PASSING ON LEFT,NO APPARENT,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-03 21:09:00.000000,39.7303473531,-104.97517109
85593,85594,2015591614.0,201559161454410,5441,0,TRAF - ACCIDENT               ,2015-10-10 15:55:00,,2015-10-10 16:32:00,2200 BLOCK E 12TH AVE,3151754.0,1693045.0,-104.960412251,39.7349750205,6.0,622.0,Cheesman Park,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,ALLEY RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,BICYCLE,NORTH,GOING STRAIGHT,FAILED TO YIELD ROW,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-10 16:32:00.000000,39.7349750205,-104.960412251
85717,85718,2015593325.0,201559332554410,5441,0,TRAF - ACCIDENT               ,2015-10-11 11:38:00,,2015-10-11 11:38:00,1400 BLOCK W BAYAUD AVE,3138845.0,1685539.0,-105.006456493,39.7145710953,4.0,411.0,Valverde,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,DRIVEWAY ACCESS RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,MAKING LEFT TURN,CARELESS DRIVING,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-11 11:38:00.000000,39.7145710953,-105.006456493
85860,85861,2015611181.0,201561118154410,5441,0,TRAF - ACCIDENT               ,2015-10-19 11:33:00,,2015-10-19 11:56:00,5100 BLOCK E MEXICO AVE,3160906.0,1675132.0,-104.928272394,39.6856465453,3.0,322.0,Virginia Village,1.0,0.0,BICYCLE WITH OTHER VEHICLE,OTHER OBJECT,OTHER OBJECT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,MAKING RIGHT TURN,CARELESS DRIVING,OTHER,  ,BICYCLE,EAST,GOING STRAIGHT,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,2015-10-19 11:56:00.000000,39.6856465453,-104.928272394
85886,85887,2015625945.0,201562594554413,5441,3,TRAF - ACCIDENT - POLICE      ,2015-10-26 08:23:00.000001,,2015-10-26 08:23:00.000001,E 16TH AVE / N CLARKSON ST,3146918.0,1695454.0,-104.977557846,39.7416657557,6.0,621.0,North Capitol Hill,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-26 08:23:00.000001,39.7416657557,-104.977557846
85954,85955,2015611571.0,201561157154410,5441,0,TRAF - ACCIDENT               ,2015-10-19 15:05:00,,2015-10-19 17:05:00,3000 BLOCK W 23RD AVE,3133432.0,1698811.0,-105.025450949,39.7510844596,1.0,121.0,Sloan Lake,1.0,0.0,PEDESTRIAN-OTHER,FRONT TO FRONT WITH MV IN TRANSPORT,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,WEST,OTHER,IMPEDED TRAFFIC,OTHER,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-19 17:05:00.000000,39.7510844596,-105.025450949
85980,85981,2015627329.0,201562732954410,5441,0,TRAF - ACCIDENT               ,2015-10-26 19:50:00,,2015-10-26 20:50:00,W 46TH AVE / N BEACH CT,3135415.0,1709428.0,-105.018198315,39.7802011654,1.0,111.0,Sunnyside,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,EAST,MAKING U-TURN,CARELESS DRIVING,  ,  ,BICYCLE,EAST,GOING STRAIGHT,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,2015-10-26 20:50:00.000000,39.7802011654,-105.018198315
86152,86153,2015597676.0,201559767654410,5441,0,TRAF - ACCIDENT               ,2015-10-13 11:55:00.000001,,2015-10-13 13:46:00,W 32ND AVE / N ELIOT ST,3133929.0,1702795.0,-105.023609107,39.7620140735,1.0,113.0,Highland,1.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,MAKING RIGHT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-13 13:46:00.000000,39.7620140735,-105.023609107
86159,86160,2015613510.0,201561351054410,5441,0,TRAF - ACCIDENT               ,2015-10-20 12:31:00,,2015-10-20 13:09:00.000001,N DOWNING ST / E 1ST AVE,3148280.0,1687067.0,-104.972887712,39.7186202667,3.0,311.0,Country Club,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,NORTH,MAKING RIGHT TURN,FAILED TO YIELD ROW,DISTRACTED-OTHER,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-20 13:09:00.000001,39.7186202667,-104.972887712
86165,86166,2015613656.0,201561365654410,5441,0,TRAF - ACCIDENT               ,2015-10-20 13:51:00,,2015-10-20 14:18:00,E 35TH AVE / N HOLLY ST,3162399.0,1704271.0,-104.922309266,39.765612505,2.0,221.0,Northeast Park Hill,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,CURVE ON-LEVEL,DRY,DAY LIGHT,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-20 14:18:00.000000,39.765612505,-104.922309266
86187,86188,2015564885.0,201556488554411,5441,1,TRAF - ACCIDENT - SBI         ,2015-09-28 18:15:00,,2015-09-28 18:53:00.000001,S FEDERAL BLVD / W ARKANSAS AVE,3133655.0,1677033.0,-105.025062783,39.6912961861,4.0,421.0,Mar Lee,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,PICKUP TRUCK/UTILITY VAN,SOUTH,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED RADIO,  ,BICYCLE,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-09-28 18:53:00.000001,39.6912961861,-105.025062783
86189,86190,2015564995.0,201556499554410,5441,0,TRAF - ACCIDENT               ,2015-09-28 19:14:00,,2015-09-28 21:17:00,E HAMPDEN AVE / I25 HWYSB,3163746.0,1663287.0,-104.91845106,39.6530797178,3.0,324.0,Southmoor Park,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DAWN OR DUSK,PASSENGER CAR/VAN,EAST,MAKING RIGHT TURN,IMPROPER TURN,NO APPARENT,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-09-28 21:17:00.000000,39.6530797178,-104.91845106
86289,86290,2015615088.0,201561508854410,5441,0,TRAF - ACCIDENT               ,2015-10-21 05:55:00.000001,,2015-10-21 07:07:00,SB I25 TO ALAMEDA RAMP / W ALAMEDA AVE,3140811.0,1684324.0,-104.999492013,39.7112061374,3.0,312.0,Baker,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,WET,DARK-LIGHTED,PASSENGER CAR/VAN,SOUTH,MAKING RIGHT TURN,  ,OTHER,  ,BICYCLE,EAST,GOING STRAIGHT,  ,OTHER,  ,0.0,0.0,  ,  ,  ,  ,2015-10-21 07:07:00.000000,39.7112061374,-104.999492013
86307,86308,2015566823.0,201556682354010,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2015-09-29 15:05:00,,2015-09-29 15:05:00,I25 HWYSB / S BROADWAY ST,3144212.0,1680692.0,-104.987476357,39.7011834612,3.0,313.0,Baker,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTH,GOING STRAIGHT,CARELESS DRIVING,OTHER,  ,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-09-29 15:05:00.000000,39.7011834612,-104.987476357
86314,86315,2015567083.0,201556708354411,5441,1,TRAF - ACCIDENT - SBI         ,2015-09-29 16:48:00,,2015-09-29 16:48:00,E 22ND AVE / N VINE ST,3151213.0,1698321.0,-104.962224777,39.749467361,6.0,622.0,City Park West,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,WET,DAY LIGHT,PASSENGER CAR/VAN,EAST,MAKING LEFT TURN,FAILED TO YIELD ROW,AGGRESSIVE DRIVING,  ,BICYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-09-29 16:48:00.000000,39.749467361,-104.962224777
86324,86325,2015582991.0,201558299154410,5441,0,TRAF - ACCIDENT               ,2015-10-06 18:50:00,,2015-10-06 18:50:00,E SPEER BLVD / E 3RD AVE,3146966.0,1687606.0,-104.977547655,39.7201207663,3.0,311.0,Speer,1.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,WET,DARK-LIGHTED,BICYCLE,NORTHWEST,GOING STRAIGHT,FAILED TO YIELD ROW,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,EAST,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,2015-10-06 18:50:00.000000,39.7201207663,-104.977547655
